path,class_name,class_enum
m/mountain_snowy/sun_byvlehnquecatash.jpg,nature,15
a/abbey/sun_aryhmkikwyapuqds.jpg,church,8
w/wheat_field/sun_aeblzaqxaeiwkoup.jpg,farming,11
a/airport_terminal/sun_awifmpacsbihxscg.jpg,airport,0
t/tower/sun_atlnsbopwarnzomp.jpg,building,5
c/canal/urban/sun_bhssvbppgnnbjhst.jpg,urban,23
m/market/outdoor/sun_bxkeanmkoicujqdm.jpg,shopping,19
s/street/sun_brjrtzxedzxcxerl.jpg,street,22
m/mosque/outdoor/sun_alyjroqbsqrqdmcz.jpg,church,8
b/bathroom/sun_artmuoxehyynrlkk.jpg,home,14
b/beach/sun_aqycnlrulhybbidq.jpg,beach,4
m/market/indoor/sun_druchvwkmblsvqzx.jpg,shopping,19
c/corn_field/sun_aswiyipwyzmhmimn.jpg,farming,11
c/coast/sun_axzvcqppmizkmxgr.jpg,water,24
c/candy_store/sun_ajrnyddrzpzidzio.jpg,shopping,19
a/arch/sun_aqxsmjjtmksurnhb.jpg,artchitecture,2
s/skatepark/sun_dodzqloahfdosfbc.jpg,entertainment,9
b/building_facade/sun_apfnisagawgmjznp.jpg,building,5
l/living_room/sun_bnfiuqyzhfabmjhj.jpg,home,14
s/synagogue/outdoor/sun_csuaqkogcirmbigj.jpg,church,8
a/alley/sun_auiegyqlthmrvvmt.jpg,street,22
t/toyshop/sun_aymyxwvndlajkzqs.jpg,shopping,19
r/river/sun_ajwmooqlwtxmnkrb.jpg,water,24
b/building_facade/sun_aolnsryadeztilgp.jpg,building,5
r/rainforest/sun_athqtjnpclsmcyws.jpg,forest,12
c/cliff/sun_bdlvidgyzqclmkhi.jpg,nature,15
r/restaurant/sun_afdzfkyixjxkwokg.jpg,cafe,6
g/greenhouse/indoor/sun_bcijddubzoegattk.jpg,farming,11
o/ocean/sun_axlzijklhbhyskgk.jpg,water,24
r/rainforest/sun_afzopqvwpzonnvfh.jpg,forest,12
r/rainforest/sun_alxhttfdydaxzbyq.jpg,forest,12
p/physics_laboratory/sun_bzykukgqurreqsjc.jpg,science,17
v/vineyard/sun_bikpnsmvdoeqwarj.jpg,farming,11
g/gymnasium/indoor/sun_axeizimhwwttwvlu.jpg,sport,21
f/formal_garden/sun_biykpzrmsfiqmaag.jpg,garden,13
r/restaurant_patio/sun_azudlcycazrwumad.jpg,cafe,6
o/ocean/sun_aqzcppfkiwhkvvbh.jpg,water,24
m/mountain_snowy/sun_bkojetqaokgbhkni.jpg,nature,15
l/living_room/sun_bhvabyxlttxsgycq.jpg,home,14
b/beach/sun_ablvbsbroagjpbrw.jpg,beach,4
f/field/cultivated/sun_axpnpbjxgtaodtrz.jpg,farming,11
a/alley/sun_abiamrfwjrqdfdub.jpg,street,22
b/bar/sun_arrqelewjxxdrsea.jpg,bar,3
c/corn_field/sun_alilcglfotuvujip.jpg,farming,11
s/street/sun_bekzuldojolskxtq.jpg,street,22
s/supermarket/sun_aevpvrkgzbwbipwe.jpg,shopping,19
b/bedroom/sun_ambceothdaxndbju.jpg,home,14
s/supermarket/sun_arcnfcmzthrstpsa.jpg,shopping,19
d/dining_room/sun_brsqyrvwkuiusvqm.jpg,cafe,6
t/topiary_garden/sun_akwhqwxqtpfdyfjs.jpg,garden,13
h/highway/sun_bhdglmervltmgjtj.jpg,road,16
t/tower/sun_ascchkozvapadgqz.jpg,building,5
s/shoe_shop/sun_avmgsuxllqeenaqi.jpg,shopping,19
t/tower/sun_aagumtswgocptvho.jpg,building,5
b/ball_pit/sun_aqqrkwjjzfkwqimz.jpg,sport,21
c/carrousel/sun_aluspthqkeusocid.jpg,entertainment,9
s/skyscraper/sun_bexayuurdnmvgmhu.jpg,building,5
v/vineyard/sun_bpsdacsxpltplbek.jpg,farming,11
b/bedroom/sun_akvwmkvqwmbbvftf.jpg,home,14
s/supermarket/sun_amgycegphrxbrtcj.jpg,shopping,19
b/bedroom/sun_apdkcvhqzdofihea.jpg,home,14
l/living_room/sun_bgmwieejpagdavye.jpg,home,14
w/waterfall/plunge/sun_byfemzdmcqsholoe.jpg,water,24
t/tennis_court/outdoor/sun_bkldfuxketeyqrcr.jpg,sport,21
c/corral/sun_aasipinpmncfygmz.jpg,farming,11
a/arrival_gate/outdoor/sun_blbpuvftrzkbiimb.jpg,airport,0
l/living_room/sun_bxqozwgoaijhlgoh.jpg,home,14
m/mountain/sun_bppxxbddlnhawdxl.jpg,nature,15
l/lake/natural/sun_bgduirtplbmcpowr.jpg,nature,15
c/cathedral/indoor/sun_anowgfekszwvwjrf.jpg,church,8
a/arch/sun_bgeqggvkcfjwpgjx.jpg,artchitecture,2
h/house/sun_awpkhprkkldsmqna.jpg,building,5
i/ice_cream_parlor/sun_dmfxtgtdpvuxelgt.jpg,cafe,6
b/bullring/sun_arzsmzrnklyglqoh.jpg,sport,21
b/bedroom/sun_auozchxjszwjoyrg.jpg,home,14
f/fairway/sun_bdjtzjtekvpcjarg.jpg,shipping,18
s/skyscraper/sun_bwkvdeqiygcrqwxi.jpg,building,5
g/golf_course/sun_ayyrbvkbjahtddyp.jpg,sport,21
m/market/outdoor/sun_bursxehxvefzbwms.jpg,shopping,19
c/casino/indoor/sun_aaotfinwvlxisqjm.jpg,entertainment,9
s/ski_slope/sun_axxvpozilhxnzovq.jpg,sport,21
h/highway/sun_bxkkyxtrmzfhudnr.jpg,road,16
b/beach/sun_aniybfhpqstbrxjl.jpg,beach,4
f/forest/needleleaf/sun_alegcbhcihoqpqly.jpg,forest,12
f/fishpond/sun_bobmrwopuesizgbs.jpg,farming,11
c/cathedral/outdoor/sun_baiboqlawpwpadnl.jpg,church,8
f/factory/indoor/sun_abfqoyfyzjabhvyy.jpg,factory,10
h/highway/sun_aogltmmsvauifkzm.jpg,road,16
b/bakery/shop/sun_ausntfncgkqjhdad.jpg,shopping,19
s/ski_slope/sun_bdceldwlqwuzrwlj.jpg,sport,21
c/creek/sun_ahzprtdsycxhoqdq.jpg,water,24
b/bedroom/sun_ariilpnbltuhgdfc.jpg,home,14
v/volleyball_court/indoor/sun_dfsjwcktomqndorm.jpg,sport,21
v/volcano/sun_axyqizdexdgrtfie.jpg,nature,15
h/herb_garden/sun_bfvypuwhshqingck.jpg,garden,13
b/building_facade/sun_avyxinwnlntjwypo.jpg,building,5
b/bedroom/sun_agqyuwlwhrxjxggf.jpg,home,14
h/house/sun_akvehibbvqqmsivq.jpg,building,5
r/restaurant/sun_auzigoahxkygdsbe.jpg,cafe,6
b/beach/sun_bhxtbzqzydszckfp.jpg,beach,4
k/kitchen/sun_abhsfpzcpzqhdoxa.jpg,home,14
g/greenhouse/indoor/sun_bkccvyfpwetwjuhk.jpg,farming,11
b/botanical_garden/sun_awjxwjhqqizdegbd.jpg,garden,13
m/movie_theater/indoor/sun_akffjhmswkehupyx.jpg,art,1
o/orchard/sun_axqvxrrxkszdxago.jpg,garden,13
d/dining_car/sun_almwfstwfprzdxyc.jpg,cafe,6
h/harbor/sun_azfkehmlwsozqqkn.jpg,water,24
a/auto_factory/sun_bdkxwoldmoikevre.jpg,factory,10
m/mountain_snowy/sun_athcrmwdqwgkaiwq.jpg,nature,15
a/amphitheater/sun_anmmumkvkwttnmdz.jpg,art,1
p/pond/sun_bgmylyaviikfuowd.jpg,water,24
b/badminton_court/indoor/sun_azsjcpiwazenefla.jpg,sport,21
v/vineyard/sun_bpezhbsanceubmae.jpg,farming,11
c/creek/sun_boojdvzriawiocue.jpg,water,24
f/forest/broadleaf/sun_axyhaszxgtgdrccc.jpg,forest,12
c/coast/sun_ashqdybzrscmozvw.jpg,water,24
w/wave/sun_avmrthqiwgphbenq.jpg,water,24
a/airport_terminal/sun_aqhaysdqfyfdzzwl.jpg,airport,0
u/underwater/coral_reef/sun_bmxnyxcvkurfcgdp.jpg,water,24
c/canal/urban/sun_bnlsslvzbrqglzic.jpg,urban,23
c/canal/urban/sun_bcjrsclziatbxmpn.jpg,urban,23
b/bar/sun_ahessxsmswoedpfe.jpg,bar,3
p/physics_laboratory/sun_bxhkhmskzvwngrze.jpg,science,17
m/mansion/sun_bdqbinyyavuhpdyf.jpg,building,5
a/alley/sun_anpaihupmkocndki.jpg,street,22
t/tennis_court/outdoor/sun_aukmriaangsrbapo.jpg,sport,21
b/beach/sun_auqwsunymqiqvpmu.jpg,beach,4
r/riding_arena/sun_bnymxhfixgesyjvn.jpg,sport,21
b/bedroom/sun_ahmhdlxmhxhfdnhb.jpg,home,14
b/beach/sun_apafjqrwjkcwruha.jpg,beach,4
l/living_room/sun_azqnhsqniqhzrhbj.jpg,home,14
a/art_gallery/sun_ccqpycobbnawqmfg.jpg,art,1
b/bullring/sun_agstwyehpetaqyws.jpg,sport,21
b/bistro/indoor/sun_autkhzprnybbaefd.jpg,cafe,6
o/oil_refinery/outdoor/sun_arwnaczcfgkbqwmx.jpg,factory,10
s/squash_court/sun_bholsblufawffpun.jpg,sport,21
g/golf_course/sun_bnkbihpzdlhpnmvp.jpg,sport,21
k/kitchen/sun_axhgjfsngwfybrwm.jpg,home,14
t/tower/sun_aeklwspturclednz.jpg,building,5
s/skyscraper/sun_auotxaismzlnyrvh.jpg,building,5
s/ski_resort/sun_beniorwlxfokkjmv.jpg,sport,21
b/bowling_alley/sun_agktsebqjhuzgdkf.jpg,street,22
a/abbey/sun_aalltzgxbismofdm.jpg,church,8
b/botanical_garden/sun_amidnhjbgtwskaaf.jpg,garden,13
h/highway/sun_bcmkicdvqiftemcw.jpg,road,16
b/bar/sun_anbeimxsmpmtpbpr.jpg,bar,3
l/living_room/sun_bwibbhtejiewqjss.jpg,home,14
j/jewelry_shop/sun_actdsuxuxqhzytcx.jpg,shopping,19
w/wheat_field/sun_aahjtwxeiybhoosi.jpg,farming,11
d/dining_room/sun_bknjgajzrwazbgim.jpg,cafe,6
a/amusement_arcade/sun_azzwlmlxbcfxceil.jpg,entertainment,9
c/church/outdoor/sun_bdulgetnnmyzxmpm.jpg,church,8
r/restaurant/sun_ayazxiuenfhujrdg.jpg,cafe,6
m/mosque/outdoor/sun_bzququcbynnknpcm.jpg,church,8
j/jewelry_shop/sun_azqwzylaxfvzoqan.jpg,shopping,19
m/market/outdoor/sun_bfooecdyhrsrtdmw.jpg,shopping,19
d/dining_car/sun_aluiadsuxhayixqy.jpg,cafe,6
a/abbey/sun_autcnwvjhdroaklu.jpg,church,8
c/corn_field/sun_amztjhiglbtmitjt.jpg,farming,11
b/bar/sun_apvsbmdepyblsttv.jpg,bar,3
d/dinette/home/sun_bturfaarmrbjauxz.jpg,home,14
l/library/indoor/sun_bwvpnrcbzlfihvvw.jpg,science,17
f/fastfood_restaurant/sun_alghzfzncehqaoex.jpg,cafe,6
s/supermarket/sun_bmmkribmsaepaoqw.jpg,shopping,19
b/bedroom/sun_awotjtmnhgfplfbb.jpg,home,14
c/cathedral/outdoor/sun_bybzlsphlbfuohui.jpg,church,8
f/forest/broadleaf/sun_btiobruimnopblrr.jpg,forest,12
b/beauty_salon/sun_amsupshyewsmcwdk.jpg,shopping,19
o/orchard/sun_aukwvzmpugbqujnl.jpg,garden,13
v/videostore/sun_axvckfabyfuwwngy.jpg,shopping,19
c/clothing_store/sun_asgxvywjbfdcqqdj.jpg,shopping,19
m/mosque/indoor/sun_acaxacubmfslcfoa.jpg,church,8
o/orchard/sun_akciejxgjbovxvdo.jpg,garden,13
h/highway/sun_bghvacyqcglzhzaf.jpg,road,16
f/forest_path/sun_atobieowqtfxwldy.jpg,forest,12
f/food_court/sun_abuhiwaciyltospa.jpg,cafe,6
r/restaurant/sun_afoybodfnpdejxkn.jpg,cafe,6
m/mountain_snowy/sun_ayuukjavcefubovb.jpg,nature,15
t/tower/sun_arnnxeirpqtaohnh.jpg,building,5
c/casino/indoor/sun_azsbynrhslyqkllw.jpg,entertainment,9
s/skyscraper/sun_biumwmdqfzanduwl.jpg,building,5
w/watering_hole/sun_biybnnwdgzzyuejh.jpg,water,24
a/abbey/sun_avnjqpnsjdjvxjaa.jpg,church,8
c/candy_store/sun_abzeqyctkpwubqrd.jpg,shopping,19
f/forest_road/sun_aajbpjiklpyxlqwy.jpg,forest,12
m/movie_theater/indoor/sun_arckwpfuyoltdxso.jpg,art,1
c/crosswalk/sun_alldmdjbssrpznqc.jpg,urban,23
v/vineyard/sun_bjmgnzrllihtxtrk.jpg,farming,11
r/restaurant_patio/sun_aaadedsxoohkjfdn.jpg,cafe,6
f/forest_road/sun_asqhhpxpciambojk.jpg,forest,12
i/ice_cream_parlor/sun_dfnmymryolrtzwrm.jpg,cafe,6
a/airport_terminal/sun_ayrmerkdroxgpobr.jpg,airport,0
v/videostore/sun_aduqeggixrtgzkme.jpg,shopping,19
m/market/outdoor/sun_brgczalmijsomyfq.jpg,shopping,19
d/diner/outdoor/sun_ascgpmqebjzymcmi.jpg,cafe,6
m/mountain_snowy/sun_bfmtnirxmpmfsgtj.jpg,nature,15
d/dining_room/sun_bnufwcennwzujnvz.jpg,cafe,6
b/bedroom/sun_asnnepdwbegirdzl.jpg,home,14
s/skyscraper/sun_bgnwwiawvsbkbuoe.jpg,building,5
l/living_room/sun_bbxnmophsmtcsakc.jpg,home,14
b/butchers_shop/sun_abncgcyzrvvjtegz.jpg,shopping,19
f/forest/broadleaf/sun_abvarigovbodzdzi.jpg,forest,12
i/iceberg/sun_aajqlbdsflcxdswb.jpg,nature,15
b/bowling_alley/sun_aunqzsoxdhnyqira.jpg,street,22
c/chicken_coop/outdoor/sun_anixubioqfhwkyja.jpg,farming,11
f/field/cultivated/sun_advcbifupoybibnf.jpg,farming,11
b/bedroom/sun_akuxryabjodpcfag.jpg,home,14
m/martial_arts_gym/sun_bfxtzolhjghxmjff.jpg,sport,21
b/bakery/shop/sun_atxukkqwtzdopizg.jpg,shopping,19
b/bar/sun_auwwxnmaxqyhyede.jpg,bar,3
c/coffee_shop/sun_aijsqpvodplbwxkf.jpg,cafe,6
t/thriftshop/sun_bqxuzjgjrqscvoqg.jpg,shopping,19
l/living_room/sun_adbhbrdypqyifdxn.jpg,home,14
t/tennis_court/outdoor/sun_amssiusaqyzgbsyi.jpg,sport,21
b/badminton_court/indoor/sun_abbxhqquwuchnjxi.jpg,sport,21
j/jewelry_shop/sun_bdhnyezfpdwipllx.jpg,shopping,19
g/golf_course/sun_ahopevwsgmxprprz.jpg,sport,21
b/botanical_garden/sun_abjxfjcrqxjhbkhi.jpg,garden,13
i/islet/sun_arfexmyzirgrfhvb.jpg,nature,15
c/cathedral/outdoor/sun_bnzchwlpmngufqxn.jpg,church,8
l/living_room/sun_babzgoowomavupwl.jpg,home,14
a/aqueduct/sun_awuiwvvivyzyhgxi.jpg,artchitecture,2
b/beach/sun_ajhjbytlfkvrxuzc.jpg,beach,4
o/orchard/sun_bnwrahsjeulpnwsf.jpg,garden,13
d/desert/vegetation/sun_bfsroeazaidaoltr.jpg,nature,15
c/candy_store/sun_athaliqfqzxfvdqh.jpg,shopping,19
c/coast/sun_afhdyfqhkvvsxlbl.jpg,water,24
h/highway/sun_afmmsjnzfaijwekd.jpg,road,16
b/bedroom/sun_asfvrynuezdavvlb.jpg,home,14
b/bakery/shop/sun_atnivjksolhtzfbd.jpg,shopping,19
c/church/outdoor/sun_bxspnvjrtaaxmlno.jpg,church,8
k/kitchen/sun_aonniutjqiyywsdi.jpg,home,14
d/delicatessen/sun_ayazhfcfutymqnek.jpg,cafe,6
m/mansion/sun_boespketlyjjrrlc.jpg,building,5
k/kitchen/sun_anduzqqgxfuppoez.jpg,home,14
l/limousine_interior/sun_aktefnquyylvnbxa.jpg,car,7
f/fastfood_restaurant/sun_berpdlhlzexxiyzk.jpg,cafe,6
c/canal/urban/sun_bqxmluhzijvqipwy.jpg,urban,23
a/amusement_park/sun_auiqpmohzvnttvfu.jpg,entertainment,9
c/casino/indoor/sun_aaurmgfezokmbygh.jpg,entertainment,9
b/badminton_court/indoor/sun_ahheqqiskiajvubc.jpg,sport,21
m/mountain/sun_bffrbcsbhcksimod.jpg,nature,15
c/church/outdoor/sun_bzudimoqixsjntuw.jpg,church,8
r/restaurant/sun_abisjxvadtxypdso.jpg,cafe,6
m/mountain/sun_bxxitpajrnohgfhv.jpg,nature,15
g/golf_course/sun_asbgdbiykelkexei.jpg,sport,21
h/highway/sun_avfsbpllguhfsfsa.jpg,road,16
a/art_gallery/sun_bfhnnmxsxulgbhll.jpg,art,1
k/kitchen/sun_arcqdzkfpqgmmpgs.jpg,home,14
s/skatepark/sun_dhmwyhqtwttyfadc.jpg,entertainment,9
c/creek/sun_babaosywgmkxekgt.jpg,water,24
g/general_store/indoor/sun_adkoppylmtkojksd.jpg,shopping,19
c/casino/indoor/sun_axwmrpzvqvywmwah.jpg,entertainment,9
v/volcano/sun_bkvbweqbpvqdpevh.jpg,nature,15
c/childs_room/sun_aizwhvugeheylpiv.jpg,home,14
c/chicken_coop/outdoor/sun_awmfebrpwwwmtgzf.jpg,farming,11
t/tower/sun_aquvrjzdrxbbtzec.jpg,building,5
c/casino/indoor/sun_aqoemfufuntrkkwl.jpg,entertainment,9
l/library/indoor/sun_boowwbhkufwoabkg.jpg,science,17
b/bow_window/outdoor/sun_afizcsrxndbiniyr.jpg,building,5
d/discotheque/sun_awfomovslugnvzxf.jpg,entertainment,9
h/house/sun_ajnwkjmillvrqkzi.jpg,building,5
s/shed/sun_bgllykeeudomleuy.jpg,farming,11
r/rainforest/sun_athsomcesvwfexzx.jpg,forest,12
h/harbor/sun_aprlumfhkqeujucf.jpg,water,24
o/ocean/sun_azzxytgvmyqgtjrn.jpg,water,24
b/bedroom/sun_aezwpmzikkfrhtmd.jpg,home,14
m/mountain/sun_bvshywtmlenkoyss.jpg,nature,15
b/balcony/interior/sun_buuvpmpduguwvifc.jpg,building,5
c/coast/sun_aekdtcnaccqognle.jpg,water,24
f/forest/needleleaf/sun_bjeggrwycdaliwsv.jpg,forest,12
c/cliff/sun_bruwleqakrbwdwyg.jpg,nature,15
m/mountain_snowy/sun_ahulyqwrtgbyyuwd.jpg,nature,15
h/hill/sun_bhnoejufdhniqltx.jpg,nature,15
m/mountain/sun_avsusxjcgjsowndc.jpg,nature,15
f/food_court/sun_ajikzaemhafgbqzf.jpg,cafe,6
s/skyscraper/sun_asjwdnzhcolpixmj.jpg,building,5
b/bedroom/sun_avcxsqjzgipavazh.jpg,home,14
u/underwater/coral_reef/sun_ahdxurulllcopwhb.jpg,water,24
s/shed/sun_bdswslrmlsloyrda.jpg,farming,11
p/pub/indoor/sun_azncynblyogooljm.jpg,bar,3
m/mansion/sun_bfrcfxuyrxrfhsxt.jpg,building,5
s/shopfront/sun_atajjswvckkcqcwo.jpg,shopping,19
a/assembly_line/sun_agoomfzlihditvyj.jpg,factory,10
t/thriftshop/sun_debycctjvpuiuvjy.jpg,shopping,19
b/berth/sun_amiyrkrpgpzopxmo.jpg,home,14
h/house/sun_bfgqxomrxsdrince.jpg,building,5
r/restaurant/sun_arjbmoytrjshezpn.jpg,cafe,6
s/street/sun_bgxblxxeplzuygbf.jpg,street,22
b/bazaar/indoor/sun_bykzcanmbpokcood.jpg,shopping,19
m/market/outdoor/sun_bfjxbnhphypluhcx.jpg,shopping,19
h/highway/sun_bhcqciazzelbazep.jpg,road,16
b/bedroom/sun_agbenfogvdtwgtzz.jpg,home,14
s/swimming_pool/indoor/sun_aaglxrbuvadghgjw.jpg,sport,21
l/living_room/sun_bbnfbcundpafounh.jpg,home,14
c/coffee_shop/sun_apdlceytozqgdwsy.jpg,cafe,6
f/field/wild/sun_apzepzcmtahzbakp.jpg,nature,15
a/arrival_gate/outdoor/sun_bxwvaxqotnwdrpng.jpg,airport,0
d/dining_room/sun_awurmphmtoajddkh.jpg,cafe,6
i/iceberg/sun_apvjnptmlwuolhpq.jpg,nature,15
m/mountain_snowy/sun_boavbutiwroykdov.jpg,nature,15
f/forest/broadleaf/sun_bdpdnjdtgzikhsws.jpg,forest,12
a/apartment_building/outdoor/sun_ajcxozsctxodvxqj.jpg,building,5
f/fishpond/sun_blwvamlqrhpvtrus.jpg,farming,11
l/living_room/sun_afmlujgedlygrmqz.jpg,home,14
k/kitchen/sun_axspphrsxwforeiq.jpg,home,14
b/balcony/exterior/sun_bjxmlyqwioqvlbuu.jpg,building,5
g/golf_course/sun_algxlpadmunqbzrk.jpg,sport,21
c/church/indoor/sun_bjatkokipguckrmj.jpg,church,8
b/building_facade/sun_aufpmtyzcleorvid.jpg,building,5
c/cathedral/indoor/sun_avqracelxunfhvdz.jpg,church,8
c/creek/sun_actgnbsscuyuuawn.jpg,water,24
m/mountain_snowy/sun_atrpwnwkcpytfwxt.jpg,nature,15
s/swimming_pool/outdoor/sun_aronngpieegggpkg.jpg,sport,21
c/carrousel/sun_adxogmcdvwueleck.jpg,entertainment,9
c/cottage_garden/sun_aegvcwvnndzvjxbn.jpg,garden,13
b/butchers_shop/sun_atmuusfifxjwnaar.jpg,shopping,19
d/dining_room/sun_brswpqalidfvkurw.jpg,cafe,6
s/snowfield/sun_aukiwgmfpeqonurb.jpg,nature,15
s/swimming_pool/indoor/sun_arzqoqbanrbadwig.jpg,sport,21
a/art_school/sun_awvbteppzsfbqvgt.jpg,art,1
k/kitchen/sun_ayrebbsqcdojpkth.jpg,home,14
m/mountain/sun_bursogyeljvlegan.jpg,nature,15
p/physics_laboratory/sun_blujdfjcafexvjfg.jpg,science,17
b/bar/sun_bdrkjoeaetgdjbxe.jpg,bar,3
l/lake/natural/sun_aurxyxctwegniekc.jpg,nature,15
m/mansion/sun_bpezaevuxprlnols.jpg,building,5
l/living_room/sun_betkxgqcerwpietc.jpg,home,14
k/kitchen/sun_arvuykssgbdzaavk.jpg,home,14
r/restaurant_patio/sun_ajeuvumpsiuihhhl.jpg,cafe,6
h/house/sun_biakgjkyzqbqgnyc.jpg,building,5
b/bistro/indoor/sun_bvevqdopzlqfpeyz.jpg,cafe,6
d/driveway/sun_awvamwzrfrriwasx.jpg,road,16
h/herb_garden/sun_bupxpwtcmjescdxl.jpg,garden,13
a/airport_terminal/sun_acydkjhptgkxbybt.jpg,airport,0
t/toyshop/sun_aiekacybqhuhxcel.jpg,shopping,19
c/casino/indoor/sun_aknfqvwqulsomgdm.jpg,entertainment,9
i/iceberg/sun_ajnhwtgzilubzevv.jpg,nature,15
v/volleyball_court/indoor/sun_drsgjbxfwmlhniox.jpg,sport,21
a/airport_terminal/sun_axuwcfqmsdfjijpn.jpg,airport,0
b/bakery/shop/sun_adlvidgyzqclmkhi.jpg,shopping,19
c/cathedral/outdoor/sun_beomwjayzmifbbsf.jpg,church,8
s/ski_slope/sun_bwthnvyoqktdrigv.jpg,sport,21
